1781427804073,0.00,14
1781427805094,17.87,14
1781427806107,4.11,14
1781427807122,6.77,15
1781427808135,3.22,15
1781427809148,3.91,15
1781427810162,3.75,15
1781427811170,5.05,15
1781427812181,7.70,15
1781427813197,3.96,15
1781429624875,0.00,14
1781429625896,7.01,14
1781429626908,15.60,15
1781429627910,11.83,15
1781429628917,4.48,15
1781429629930,2.28,15
1781429630940,18.80,15
1781429631954,7.59,15
1781429632962,1.28,15
1781429633966,7.46,15
